,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Split-Encoded
1999,286,1,286-1,f44860,0.5,286-3,286-4,286-3,8.27100468,407.278046,b100
2000,286,2,286-2,f24300,-0.5,286-5,286-6,286-5,5.59397078,145.878876,b001
2001,286,3,286-3,Leaf,,,,,-0.0418289006,320.544891,
2002,286,4,286-4,Leaf,,,,,0.0621197,86.7331619,
2003,286,5,286-5,Leaf,,,,,-0.107339665,14.6227312,
2004,286,6,286-6,Leaf,,,,,0.0832372755,131.256149,
2005,287,0,287-0,f40857,-0.5,287-1,287-2,287-1,5.35859823,328.452026,b001
2006,287,1,287-1,f4387,0.5,287-3,287-4,287-3,2.76718187,52.0730476,b100
2007,287,2,287-2,f1356,0.5,287-5,287-6,287-5,5.94923878,276.378967,b100
2008,287,3,287-3,Leaf,,,,,-0.0974950194,51.0565262,
2009,287,4,287-4,Leaf,,,,,0.265803069,1.01652241,
2010,287,5,287-5,Leaf,,,,,0.0384443589,229.507721,
2011,287,6,287-6,Leaf,,,,,-0.07781519,46.8712425,
2012,288,0,288-0,f22727,0.5,288-1,288-2,288-1,5.59866858,236.455933,b100
2013,288,1,288-1,f4837,0.5,288-3,288-4,288-3,5.57477951,165.649918,b100
2014,288,2,288-2,f36945,0.5,288-5,288-6,288-5,3.57578206,70.8060226,b100
2015,288,3,288-3,Leaf,,,,,0.0055870763,138.580292,
2016,288,4,288-4,Leaf,,,,,0.152243689,27.069622,
2017,288,5,288-5,Leaf,,,,,-0.132063061,37.5491104,
2018,288,6,288-6,Leaf,,,,,0.00213147467,33.256916,
2019,289,0,289-0,f5121,0.5,289-1,289-2,289-1,6.75910664,201.716782,b100
2020,289,1,289-1,f6836,0.5,289-3,289-4,289-3,4.93615818,145.268692,b100
2021,289,2,289-2,f38,0.5,289-5,289-6,289-5,3.95044804,56.4480858,b100
2022,289,3,289-3,Leaf,,,,,-0.0553842895,122.817848,
2023,289,4,289-4,Leaf,,,,,0.0948906243,22.4508495,
2024,289,5,289-5,Leaf,,,,,0.139064655,40.2926941,
2025,289,6,289-6,Leaf,,,,,-0.0341072455,16.1553917,
2026,290,0,290-0,f9711,0.5,290-1,290-2,290-1,5.52032948,337.480927,b100
2027,290,1,290-1,f41657,0.5,290-3,290-4,290-3,6.28906727,292.052887,b100
2028,290,2,290-2,f37117,-0.5,290-5,290-6,290-5,4.18040133,45.4280128,b001
2029,290,3,290-3,Leaf,,,,,-0.0388757251,221.438553,
2030,290,4,290-4,Leaf,,,,,0.0633587241,70.6143494,
2031,290,5,290-5,Leaf,,,,,-0.0949177295,7.70280647,
2032,290,6,290-6,Leaf,,,,,0.138002276,37.7252045,
2033,291,0,291-0,f5147,0.5,291-1,291-2,291-1,4.93242025,213.267593,b100
2034,291,1,291-1,f42605,0.5,291-3,291-4,291-3,12.268218,116.198631,b100
2035,291,2,291-2,f31510,-0.5,291-5,291-6,291-5,5.34848213,97.0689621,b001
2036,291,3,291-3,Leaf,,,,,-0.113194123,75.6191559,
2037,291,4,291-4,Leaf,,,,,0.0893681645,40.5794754,
2038,291,5,291-5,Leaf,,,,,-0.148486152,10.0833664,
2039,291,6,291-6,Leaf,,,,,0.0731947944,86.9855957,
2040,292,0,292-0,f28329,0.5,292-1,292-2,292-1,5.37403917,257.78894,b100
2041,292,1,292-1,f40244,-0.5,292-3,292-4,292-3,4.95413971,200.862991,b001
2042,292,2,292-2,f25971,0.5,292-5,292-6,292-5,4.35601664,56.9259377,b100
2043,292,3,292-3,Leaf,,,,,0.0157462489,108.677513,
2044,292,4,292-4,Leaf,,,,,-0.0784088522,92.1854782,
2045,292,5,292-5,Leaf,,,,,0.119543299,44.415184,
2046,292,6,292-6,Leaf,,,,,-0.0758921206,12.5107517,
2047,293,0,293-0,f35796,0.5,293-1,293-2,293-1,4.03907013,155.263809,b100
2048,293,1,293-1,f40687,-0.5,293-3,293-4,293-3,3.61099768,85.1794205,b001
2049,293,2,293-2,f27252,-0.5,293-5,293-6,293-5,4.20102167,70.0843811,b001
2050,293,3,293-3,Leaf,,,,,0.00713104056,49.4958649,
2051,293,4,293-4,Leaf,,,,,-0.116933338,35.6835594,
2052,293,5,293-5,Leaf,,,,,0.0973117873,49.8159218,
2053,293,6,293-6,Leaf,,,,,-0.0620264038,20.2684631,
2054,294,0,294-0,f31875,0.5,294-1,294-2,294-1,4.77044916,160.256958,b100
2055,294,1,294-1,f203,0.5,294-3,294-4,294-3,5.92032433,111.965538,b100
2056,294,2,294-2,f22905,-0.5,294-5,294-6,294-5,2.81191874,48.29142,b001
2057,294,3,294-3,Leaf,,,,,0.0558243431,94.0528412,
2058,294,4,294-4,Leaf,,,,,-0.128076896,17.9126949,
2059,294,5,294-5,Leaf,,,,,0.190103158,2.2285912,
2060,294,6,294-6,Leaf,,,,,-0.103461154,46.0628281,
2061,295,0,295-0,f8832,0.5,295-1,295-2,295-1,4.86197376,213.740738,b100
2062,295,1,295-1,f22159,0.5,295-3,295-4,295-3,5.07973719,207.308182,b100
2063,295,2,295-2,f35934,0.5,295-5,295-6,295-5,2.21829605,6.43256235,b100
2064,295,3,295-3,Leaf,,,,,-0.035695266,159.390167,
2065,295,4,295-4,Leaf,,,,,0.0747528449,47.9180183,
2066,295,5,295-5,Leaf,,,,,0.308529228,5.31188822,
2067,295,6,295-6,Leaf,,,,,-0.0876553208,1.12067401,
2068,296,0,296-0,f395,0.5,296-1,296-2,296-1,4.90338039,287.417755,b100
2069,296,1,296-1,f9398,0.5,296-3,296-4,296-3,6.00698137,261.36615,b100
2070,296,2,296-2,f7574,0.5,296-5,296-6,296-5,1.65036488,26.0516129,b100
2071,296,3,296-3,Leaf,,,,,0.00288677495,247.560043,
2072,296,4,296-4,Leaf,,,,,0.199617207,13.806119,
2073,296,5,296-5,Leaf,,,,,-0.138677165,24.7386494,
2074,296,6,296-6,Leaf,,,,,0.137995631,1.31296325,
2075,297,0,297-0,f4169,0.5,297-1,297-2,297-1,8.19139385,543.986084,b100
2076,297,1,297-1,f6977,0.5,297-3,297-4,297-3,7.67807674,499.277161,b100
2077,297,2,297-2,f42176,-0.5,297-5,297-6,297-5,3.35162067,44.70895,b001
2078,297,3,297-3,Leaf,,,,,-0.0228748582,438.147736,
2079,297,4,297-4,Leaf,,,,,0.0898078978,61.129425,
2080,297,5,297-5,Leaf,,,,,0.186218157,27.7339802,
2081,297,6,297-6,Leaf,,,,,0.0170007255,16.9749718,
2082,298,0,298-0,f755,0.5,298-1,298-2,298-1,5.14514971,325.441345,b100
2083,298,1,298-1,f317,0.5,298-3,298-4,298-3,7.58117628,277.071198,b100
2084,298,2,298-2,f1110,0.5,298-5,298-6,298-5,3.4961319,48.3701515,b100
2085,298,3,298-3,Leaf,,,,,-0.0415412597,212.25972,
2086,298,4,298-4,Leaf,,,,,0.0749531537,64.8114624,
2087,298,5,298-5,Leaf,,,,,0.12415465,41.2914581,
2088,298,6,298-6,Leaf,,,,,-0.0939837918,7.07869196,
2089,299,0,299-0,f25237,-0.5,299-1,299-2,299-1,5.40244389,231.993607,b001
2090,299,1,299-1,f1644,0.5,299-3,299-4,299-3,2.26368952,30.3869152,b100
2091,299,2,299-2,f37016,0.5,299-5,299-6,299-5,5.94218254,201.606689,b100
2092,299,3,299-3,Leaf,,,,,-0.148600504,25.985054,
2093,299,4,299-4,Leaf,,,,,0.0708101541,4.40186024,
2094,299,5,299-5,Leaf,,,,,-0.0157657322,140.764084,
2095,299,6,299-6,Leaf,,,,,0.0957142413,60.8426132,
2096,300,0,300-0,f28917,0.5,300-1,300-2,300-1,6.23340225,195.268326,b100
2097,300,1,300-1,f12138,0.5,300-3,300-4,300-3,4.92137241,117.749718,b100
2098,300,2,300-2,f27701,0.5,300-5,300-6,300-5,5.8440485,77.5186005,b100
2099,300,3,300-3,Leaf,,,,,-0.0627947524,104.505035,
2100,300,4,300-4,Leaf,,,,,0.125415936,13.2446852,
2101,300,5,300-5,Leaf,,,,,0.132615611,47.5291405,
2102,300,6,300-6,Leaf,,,,,-0.0348756313,29.9894638,
2103,301,0,301-0,f31368,-0.5,301-1,301-2,301-1,5.24212599,333.802368,b001
2104,301,1,301-1,f32215,-0.5,301-3,301-4,301-3,5.69760847,120.800072,b001
2105,301,2,301-2,f1724,0.5,301-5,301-6,301-5,5.2521944,213.002289,b100
2106,301,3,301-3,Leaf,,,,,0.0126185445,64.5472641,
2107,301,4,301-4,Leaf,,,,,-0.117209658,56.2528,
2108,301,5,301-5,Leaf,,,,,-0.00425157975,140.654099,
2109,301,6,301-6,Leaf,,,,,0.0947417095,72.3481979,
2110,302,0,302-0,f11411,0.5,302-1,302-2,302-1,4.53999853,206.16188,b100
2111,302,1,302-1,f2284,0.5,302-3,302-4,302-3,4.37161303,191.710541,b100
2112,302,2,302-2,f3196,0.5,302-5,302-6,302-5,1.91511774,14.4513416,b100
2113,302,3,302-3,Leaf,,,,,-0.0323431268,162.946976,
2114,302,4,302-4,Leaf,,,,,0.092659831,28.7635727,
2115,302,5,302-5,Leaf,,,,,0.227979571,9.53289127,
2116,302,6,302-6,Leaf,,,,,0.00103549613,4.91845036,
2117,303,0,303-0,f608,0.5,303-1,303-2,303-1,5.03151703,254.10791,b100
2118,303,1,303-1,f35005,0.5,303-3,303-4,303-3,4.24618816,120.569527,b100
2119,303,2,303-2,f29421,0.5,303-5,303-6,303-5,4.73491096,133.538391,b100
2120,303,3,303-3,Leaf,,,,,0.0654206872,99.7392807,
2121,303,4,303-4,Leaf,,,,,-0.0808205232,20.830246,
2122,303,5,303-5,Leaf,,,,,-0.0866972804,85.2056961,
2123,303,6,303-6,Leaf,,,,,0.0301107671,48.3326912,
2124,304,0,304-0,f30149,0.5,304-1,304-2,304-1,3.92457008,151.380356,b100
2125,304,1,304-1,f25903,-0.5,304-3,304-4,304-3,4.639184,92.2399673,b001
2126,304,2,304-2,f2361,0.5,304-5,304-6,304-5,2.21990108,59.1403847,b100
2127,304,3,304-3,Leaf,,,,,-0.0470884182,35.973053,
2128,304,4,304-4,Leaf,,,,,0.0894455612,56.2669106,
2129,304,5,304-5,Leaf,,,,,-0.072834827,57.6779099,
2130,304,6,304-6,Leaf,,,,,0.220662355,1.46247375,
2131,305,0,305-0,f2174,0.5,305-1,305-2,305-1,4.39915609,156.491226,b100
2132,305,1,305-1,f31421,-0.5,305-3,305-4,305-3,4.72151566,136.730179,b001
2133,305,2,305-2,f359,0.5,305-5,305-6,305-5,2.26238322,19.7610493,b100
2134,305,3,305-3,Leaf,,,,,-0.123808384,33.4032135,
2135,305,4,305-4,Leaf,,,,,0.00446431478,103.326965,
2136,305,5,305-5,Leaf,,,,,0.169441611,15.7929726,
2137,305,6,305-6,Leaf,,,,,-0.0687375665,3.96807742,
2138,306,0,306-0,f39956,-0.5,306-1,306-2,306-1,4.64465427,210.922882,b001
2139,306,1,306-1,f7916,0.5,306-3,306-4,306-3,4.56735849,66.9938812,b100
2140,306,2,306-2,f40558,0.5,306-5,306-6,306-5,6.32049561,143.929001,b100
2141,306,3,306-3,Leaf,,,,,-0.0809558928,65.1650314,
2142,306,4,306-4,Leaf,,,,,0.310323775,1.82884455,
2143,306,5,306-5,Leaf,,,,,0.0592862107,117.121254,
2144,306,6,306-6,Leaf,,,,,-0.0998038575,26.8077469,
2145,307,0,307-0,f33161,0.5,307-1,307-2,307-1,4.75208759,284.832306,b100
2146,307,1,307-1,f39757,-0.5,307-3,307-4,307-3,5.98286152,189.737411,b001
2147,307,2,307-2,f29547,-0.5,307-5,307-6,307-5,4.78722239,95.0949097,b001
2148,307,3,307-3,Leaf,,,,,0.0316860899,86.9985046,
2149,307,4,307-4,Leaf,,,,,-0.0747263059,102.738899,
2150,307,5,307-5,Leaf,,,,,-0.0442938097,29.1956177,
2151,307,6,307-6,Leaf,,,,,0.100125559,65.899292,
2152,308,0,308-0,f3799,0.5,308-1,308-2,308-1,7.64495993,535.955811,b100
2153,308,1,308-1,f26559,0.5,308-3,308-4,308-3,11.2320518,472.478302,b100
2154,308,2,308-2,f29843,-0.5,308-5,308-6,308-5,4.53103209,63.4774971,b001
2155,308,3,308-3,Leaf,,,,,-0.0635155961,207.607529,
2156,308,4,308-4,Leaf,,,,,0.0294852071,264.870758,
2157,308,5,308-5,Leaf,,,,,0.186531663,28.0679684,
2158,308,6,308-6,Leaf,,,,,0.0258381423,35.4095268,
2159,309,0,309-0,f36994,0.5,309-1,309-2,309-1,4.81663752,320.510437,b100
2160,309,1,309-1,f931,0.5,309-3,309-4,309-3,5.74537373,251.289215,b100
2161,309,2,309-2,f37129,0.5,309-5,309-6,309-5,4.78692532,69.2212296,b100
2162,309,3,309-3,Leaf,,,,,-0.0322017819,230.173004,
2163,309,4,309-4,Leaf,,,,,0.127903178,21.1162128,
2164,309,5,309-5,Leaf,,,,,0.17888312,23.1111088,
2165,309,6,309-6,Leaf,,,,,0.0135927852,46.1101227,
2166,310,0,310-0,f16061,0.5,310-1,310-2,310-1,5.09611511,226.964935,b100
2167,310,1,310-1,f41791,-0.5,310-3,310-4,310-3,4.6890111,196.641525,b001
2168,310,2,310-2,f14822,0.5,310-5,310-6,310-5,3.51651716,30.3234081,b100
2169,310,3,310-3,Leaf,,,,,0.0371831283,82.17453,
2170,310,4,310-4,Leaf,,,,,-0.0562766455,114.467003,
2171,310,5,310-5,Leaf,,,,,0.15537858,25.7857361,
2172,310,6,310-6,Leaf,,,,,-0.112322919,4.53767157,
2173,311,0,311-0,f31400,-0.5,311-1,311-2,311-1,6.01513052,190.505615,b001
2174,311,1,311-1,f6502,0.5,311-3,311-4,311-3,5.25901318,70.5986633,b100
2175,311,2,311-2,f33384,-0.5,311-5,311-6,311-5,6.77822065,119.906952,b001
2176,311,3,311-3,Leaf,,,,,-0.101146571,59.2672882,
2177,311,4,311-4,Leaf,,,,,0.114834428,11.3313742,
2178,311,5,311-5,Leaf,,,,,0.140371308,41.7720757,
2179,311,6,311-6,Leaf,,,,,-0.00809328537,78.1348724,
2180,312,0,312-0,f44899,0.5,312-1,312-2,312-1,5.0519495,329.863708,b100
2181,312,1,312-1,f71,0.5,312-3,312-4,312-3,5.79337311,276.025085,b100
2182,312,2,312-2,f6639,0.5,312-5,312-6,312-5,2.96166754,53.8386116,b100
2183,312,3,312-3,Leaf,,,,,0.0319963545,250.526291,
2184,312,4,312-4,Leaf,,,,,-0.115526266,25.4988022,
2185,312,5,312-5,Leaf,,,,,-0.107935235,47.2492447,
2186,312,6,312-6,Leaf,,,,,0.0961349532,6.58936596,
2187,313,0,313-0,f29776,-0.5,313-1,313-2,313-1,4.36821365,202.860855,b001
2188,313,1,313-1,f14967,0.5,313-3,313-4,313-3,2.60739064,30.1877556,b100
2189,313,2,313-2,f24493,0.5,313-5,313-6,313-5,5.26921511,172.673096,b100
2190,313,3,313-3,Leaf,,,,,-0.123734742,28.9144917,
2191,313,4,313-4,Leaf,,,,,0.216746375,1.27326512,
2192,313,5,313-5,Leaf,,,,,-0.00389781641,145.530411,
2193,313,6,313-6,Leaf,,,,,0.137885734,27.1426868,
2194,314,0,314-0,f23385,0.5,314-1,314-2,314-1,4.61628151,251.024628,b100
2195,314,1,314-1,f2636,0.5,314-3,314-4,314-3,3.68893147,98.4214249,b100
2196,314,2,314-2,f5963,0.5,314-5,314-6,314-5,5.4714427,152.603195,b100
2197,314,3,314-3,Leaf,,,,,-0.0716283843,90.9274368,
2198,314,4,314-4,Leaf,,,,,0.135924742,7.49399376,
2199,314,5,314-5,Leaf,,,,,0.0564371683,122.636124,
2200,314,6,314-6,Leaf,,,,,-0.0846899822,29.9670715,
2201,315,0,315-0,f28910,0.5,315-1,315-2,315-1,3.66498971,149.102097,b100
2202,315,1,315-1,f40575,-0.5,315-3,315-4,315-3,3.4913969,75.763649,b001
2203,315,2,315-2,f34242,-0.5,315-5,315-6,315-5,3.33179235,73.3384399,b001
2204,315,3,315-3,Leaf,,,,,0.00668628514,44.2520905,
2205,315,4,315-4,Leaf,,,,,-0.122655079,31.5115585,
2206,315,5,315-5,Leaf,,,,,0.0961199775,44.4932671,
2207,315,6,315-6,Leaf,,,,,-0.033308249,28.8451729,
2208,316,0,316-0,f36773,0.5,316-1,316-2,316-1,4.1665988,152.375809,b100
2209,316,1,316-1,f31879,0.5,316-3,316-4,316-3,3.48682404,113.486702,b100
2210,316,2,316-2,f37496,-0.5,316-5,316-6,316-5,2.83949685,38.8891106,b001
2211,316,3,316-3,Leaf,,,,,-0.00487975031,83.6004333,
2212,316,4,316-4,Leaf,,,,,-0.122900493,29.8862743,
2213,316,5,316-5,Leaf,,,,,0.208488256,9.66884041,
2214,316,6,316-6,Leaf,,,,,0.0264956821,29.2202702,
2215,317,0,317-0,f43599,-0.5,317-1,317-2,317-1,4.26917219,208.162262,b001
2216,317,1,317-1,f152,0.5,317-3,317-4,317-3,3.07891226,30.018219,b100
2217,317,2,317-2,f27661,0.5,317-5,317-6,317-5,4.8122673,178.144043,b100
2218,317,3,317-3,Leaf,,,,,-0.129309714,28.3820896,
2219,317,4,317-4,Leaf,,,,,0.215500429,1.63612926,
2220,317,5,317-5,Leaf,,,,,-0.0262934081,101.731789,
2221,317,6,317-6,Leaf,,,,,0.0727857798,76.4122543,
2222,318,0,318-0,f39319,-0.5,318-1,318-2,318-1,4.53691912,281.726959,b001
2223,318,1,318-1,f26871,-0.5,318-3,318-4,318-3,4.20864773,70.8127823,b001
2224,318,2,318-2,f31230,0.5,318-5,318-6,318-5,6.34994316,210.914185,b100
2225,318,3,318-3,Leaf,,,,,-0.00449648965,42.6522102,
2226,318,4,318-4,Leaf,,,,,-0.152491137,28.1605682,
2227,318,5,318-5,Leaf,,,,,0.0621699914,133.241837,
2228,318,6,318-6,Leaf,,,,,-0.0452157259,77.6723404,
2229,319,0,319-0,f4670,0.5,319-1,319-2,319-1,7.06363583,526.455505,b100
2230,319,1,319-1,f3799,0.5,319-3,319-4,319-3,7.36467648,450.532166,b100
2231,319,2,319-2,f7617,0.5,319-5,319-6,319-5,4.37574625,75.9233551,b100
2232,319,3,319-3,Leaf,,,,,-0.0267379396,397.534363,
2233,319,4,319-4,Leaf,,,,,0.0913361236,52.9977837,
2234,319,5,319-5,Leaf,,,,,0.116558872,64.001564,
2235,319,6,319-6,Leaf,,,,,-0.0763342083,11.921792,
2236,320,0,320-0,f32259,-0.5,320-1,320-2,320-1,4.76306486,316.50528,b001
2237,320,1,320-1,f40030,-0.5,320-3,320-4,320-3,9.66428375,159.453415,b001
2238,320,2,320-2,f3843,0.5,320-5,320-6,320-5,6.28942204,157.051865,b100
2239,320,3,320-3,Leaf,,,,,-0.0618174151,56.1370468,
2240,320,4,320-4,Leaf,,,,,0.0918021053,103.31636,
2241,320,5,320-5,Leaf,,,,,-0.0672166497,123.028473,
2242,320,6,320-6,Leaf,,,,,0.0769091174,34.0233955,
2243,321,0,321-0,f42156,-0.5,321-1,321-2,321-1,5.07263231,223.416946,b001
2244,321,1,321-1,f23537,-0.5,321-3,321-4,321-3,3.00242519,43.7066383,b001
2245,321,2,321-2,f39319,-0.5,321-5,321-6,321-5,5.35432386,179.710312,b001
2246,321,3,321-3,Leaf,,,,,0.082947284,6.88577032,
2247,321,4,321-4,Leaf,,,,,-0.123502165,36.8208656,
2248,321,5,321-5,Leaf,,,,,0.113148727,43.6602669,
2249,321,6,321-6,Leaf,,,,,-0.00652543036,136.050034,
2250,322,0,322-0,f6018,0.5,322-1,322-2,322-1,5.51722765,184.50206,b100
2251,322,1,322-1,f4723,0.5,322-3,322-4,322-3,4.8231678,132.556549,b100
2252,322,2,322-2,f32260,-0.5,322-5,322-6,322-5,4.44076347,51.9455032,b001
2253,322,3,322-3,Leaf,,,,,-0.0447900742,125.002144,
2254,322,4,322-4,Leaf,,,,,0.188238084,7.55440474,
2255,322,5,322-5,Leaf,,,,,0.159799635,29.1534462,
2256,322,6,322-6,Leaf,,,,,-0.0150620872,22.7920589,
2257,323,0,323-0,f37207,0.5,323-1,323-2,323-1,4.83465576,327.340271,b100
2258,323,1,323-1,f8427,0.5,323-3,323-4,323-3,7.13665199,213.277557,b100
2259,323,2,323-2,f71,0.5,323-5,323-6,323-5,4.29385281,114.062721,b100
2260,323,3,323-3,Leaf,,,,,-0.0428098962,193.898727,
2261,323,4,323-4,Leaf,,,,,0.143866032,19.37883,
2262,323,5,323-5,Leaf,,,,,0.0673775971,106.014351,
2263,323,6,323-6,Leaf,,,,,-0.148559943,8.04836941,
2264,324,0,324-0,f30090,0.5,324-1,324-2,324-1,4.28630733,200.960312,b100
2265,324,1,324-1,f42366,0.5,324-3,324-4,324-3,5.71885538,156.539322,b100
2266,324,2,324-2,f4570,0.5,324-5,324-6,324-5,2.58341908,44.42099,b100
2267,324,3,324-3,Leaf,,,,,0.00145377743,136.931961,
2268,324,4,324-4,Leaf,,,,,0.170979232,19.6073513,
2269,324,5,324-5,Leaf,,,,,-0.0953685567,43.182663,
2270,324,6,324-6,Leaf,,,,,0.239517644,1.23832893,
2271,325,0,325-0,f439,0.5,325-1,325-2,325-1,4.51994133,247.019989,b100
2272,325,1,325-1,f39840,0.5,325-3,325-4,325-3,4.71051836,216.644394,b100
2273,325,2,325-2,f1840,0.5,325-5,325-6,325-5,1.34225464,30.3755932,b100
2274,325,3,325-3,Leaf,,,,,0.0274558328,190.635254,
2275,325,4,325-4,Leaf,,,,,-0.106386371,26.0091419,
2276,325,5,325-5,Leaf,,,,,-0.126677707,28.6852512,
2277,325,6,325-6,Leaf,,,,,0.105264746,1.69034231,
2278,326,0,326-0,f439,0.5,326-1,326-2,326-1,3.38094139,145.106277,b100
2279,326,1,326-1,f45148,0.5,326-3,326-4,326-3,4.02834797,126.829582,b100
2280,326,2,326-2,f13791,0.5,326-5,326-6,326-5,1.77049184,18.276701,b100
2281,326,3,326-3,Leaf,,,,,0.0360408388,111.522408,
2282,326,4,326-4,Leaf,,,,,-0.123559959,15.3071747,
2283,326,5,326-5,Leaf,,,,,-0.147110239,16.8351688,
2284,326,6,326-6,Leaf,,,,,0.136523157,1.44153368,
2285,327,0,327-0,f39956,-0.5,327-1,327-2,327-1,3.76608157,149.224045,b001
2286,327,1,327-1,f79,0.5,327-3,327-4,327-3,5.06247139,32.3736877,b100
2287,327,2,327-2,f42775,0.5,327-5,327-6,327-5,4.16450453,116.850365,b100
2288,327,3,327-3,Leaf,,,,,-0.129843906,30.3531208,
2289,327,4,327-4,Leaf,,,,,0.280836076,2.02056742,
2290,327,5,327-5,Leaf,,,,,0.0386729762,103.014198,
2291,327,6,327-6,Leaf,,,,,-0.131297693,13.8361664,
2292,328,0,328-0,f30166,0.5,328-1,328-2,328-1,4.23105812,205.972656,b100
2293,328,1,328-1,f21711,-0.5,328-3,328-4,328-3,4.39320087,145.645493,b001
2294,328,2,328-2,f11677,0.5,328-5,328-6,328-5,2.74181414,60.3271637,b100
2295,328,3,328-3,Leaf,,,,,-0.0986061096,20.3946857,
2296,328,4,328-4,Leaf,,,,,0.0485442132,125.250816,
2297,328,5,328-5,Leaf,,,,,-0.0782610402,58.8571548,
2298,328,6,328-6,Leaf,,,,,0.247095853,1.4700067,
2299,329,0,329-0,f1103,0.5,329-1,329-2,329-1,4.3669076,279.007874,b100
2300,329,1,329-1,f16990,0.5,329-3,329-4,329-3,4.55042171,253.166443,b100
2301,329,2,329-2,f13648,0.5,329-5,329-6,329-5,1.88381219,25.8414421,b100
2302,329,3,329-3,Leaf,,,,,0.00578590622,246.510345,
2303,329,4,329-4,Leaf,,,,,0.240666047,6.65609121,
2304,329,5,329-5,Leaf,,,,,-0.133042291,24.7923183,
2305,329,6,329-6,Leaf,,,,,0.176721394,1.04912531,
2306,330,0,330-0,f10558,0.5,330-1,330-2,330-1,6.87101698,519.091187,b100
2307,330,1,330-1,f1592,0.5,330-3,330-4,330-3,7.39188194,431.6315,b100
2308,330,2,330-2,f1274,0.5,330-5,330-6,330-5,5.71317005,87.4596939,b100
2309,330,3,330-3,Leaf,,,,,-0.0226245765,412.599396,
2310,330,4,330-4,Leaf,,,,,0.164000571,19.0321007,
2311,330,5,330-5,Leaf,,,,,0.11825867,68.0911407,
2312,330,6,330-6,Leaf,,,,,-0.0635817721,19.3685532,
2313,331,0,331-0,f39307,-0.5,331-1,331-2,331-1,4.7270813,312.215332,b001
2314,331,1,331-1,f45090,-0.5,331-3,331-4,331-3,5.76435852,96.3018723,b001
2315,331,2,331-2,f1073,0.5,331-5,331-6,331-5,4.92797375,215.913467,b100
2316,331,3,331-3,Leaf,,,,,0.122428052,52.2319145,
2317,331,4,331-4,Leaf,,,,,-0.0238035489,44.0699615,
2318,331,5,331-5,Leaf,,,,,-0.0372663885,198.431015,
2319,331,6,331-6,Leaf,,,,,0.124762833,17.4824543,
2320,332,0,332-0,f44841,0.5,332-1,332-2,332-1,5.01948595,219.617279,b100
2321,332,1,332-1,f1291,0.5,332-3,332-4,332-3,5.07516956,197.437393,b100
2322,332,2,332-2,f16185,0.5,332-5,332-6,332-5,0.895918846,22.1798954,b100
2323,332,3,332-3,Leaf,,,,,-0.00346737076,168.208511,
2324,332,4,332-4,Leaf,,,,,0.130026728,29.2288704,
2325,332,5,332-5,Leaf,,,,,-0.144412652,21.157383,
2326,332,6,332-6,Leaf,,,,,0.0843668729,1.02251196,
2327,333,0,333-0,f839,0.5,333-1,333-2,333-1,5.1957922,180.113617,b100
2328,333,1,333-1,f34093,-0.5,333-3,333-4,333-3,6.13439655,111.827011,b001
2329,333,2,333-2,f10080,0.5,333-5,333-6,333-5,5.74339294,68.2866058,b100
2330,333,3,333-3,Leaf,,,,,0.124452427,46.500515,
2331,333,4,333-4,Leaf,,,,,-0.0170085896,65.3264999,
2332,333,5,333-5,Leaf,,,,,-0.106584094,53.9408035,
2333,333,6,333-6,Leaf,,,,,0.101761542,14.3458004,
2334,334,0,334-0,f34645,-0.5,334-1,334-2,334-1,4.77667522,323.672668,b001
2335,334,1,334-1,f40581,0.5,334-3,334-4,334-3,2.29857492,57.6036682,b100
2336,334,2,334-2,f44403,-0.5,334-5,334-6,334-5,5.81514168,266.069,b001
2337,334,3,334-3,Leaf,,,,,-0.118983671,37.7769127,
2338,334,4,334-4,Leaf,,,,,0.006286107,19.8267574,
2339,334,5,334-5,Leaf,,,,,0.0797842145,89.7817459,
2340,334,6,334-6,Leaf,,,,,-0.0136104049,176.287262,
2341,335,0,335-0,f6964,0.5,335-1,335-2,335-1,4.22855091,199.562317,b100
2342,335,1,335-1,f33505,-0.5,335-3,335-4,335-3,4.11832523,190.800537,b001
2343,335,2,335-2,f32264,0.5,335-5,335-6,335-5,0.832164288,8.76178074,b100
2344,335,3,335-3,Leaf,,,,,-0.112637371,28.4248276,
2345,335,4,335-4,Leaf,,,,,0.00929977745,162.375717,
2346,335,5,335-5,Leaf,,,,,0.223691061,7.72365665,
2347,335,6,335-6,Leaf,,,,,-0.0328125656,1.03812397,
2348,336,0,336-0,f8093,0.5,336-1,336-2,336-1,4.3880887,243.716354,b100
2349,336,1,336-1,f26603,0.5,336-3,336-4,336-3,4.66841459,223.853394,b100
2350,336,2,336-2,f11288,0.5,336-5,336-6,336-5,1.59292936,19.8629475,b100
2351,336,3,336-3,Leaf,,,,,0.0359334536,158.242325,
2352,336,4,336-4,Leaf,,,,,-0.0586576611,65.6110764,
2353,336,5,336-5,Leaf,,,,,-0.158648983,18.6074886,
2354,336,6,336-6,Leaf,,,,,0.12343125,1.25545907,
2355,337,0,337-0,f26451,0.5,337-1,337-2,337-1,3.1566987,143.013184,b100
2356,337,1,337-1,f17797,0.5,337-3,337-4,337-3,2.63703609,41.5653038,b100
2357,337,2,337-2,f40759,0.5,337-5,337-6,337-5,4.27449226,101.447876,b100
2358,337,3,337-3,Leaf,,,,,-0.0873076916,39.990242,
