,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Split-Encoded
3858,555,1,555-1,f12316,0.5,555-3,555-4,555-3,2.29492664,23.6493587,b100
3859,555,2,555-2,f42097,-0.5,555-5,555-6,555-5,6.96509457,133.3255,b001
3860,555,3,555-3,Leaf,,,,,-0.107093878,21.9749203,
3861,555,4,555-4,Leaf,,,,,0.190781698,1.67443895,
3862,555,5,555-5,Leaf,,,,,0.17670612,19.6616077,
3863,555,6,555-6,Leaf,,,,,-0.0125597594,113.663887,
3864,556,0,556-0,f4071,0.5,556-1,556-2,556-1,2.30445886,192.720535,b100
3865,556,1,556-1,f41828,-0.5,556-3,556-4,556-3,2.46429849,166.665024,b001
3866,556,2,556-2,f3242,0.5,556-5,556-6,556-5,1.17494524,26.0555038,b100
3867,556,3,556-3,Leaf,,,,,-0.063604027,60.4295006,
3868,556,4,556-4,Leaf,,,,,0.011794732,106.235527,
3869,556,5,556-5,Leaf,,,,,0.0969599187,24.2182007,
3870,556,6,556-6,Leaf,,,,,-0.112321205,1.83730483,
3871,557,0,557-0,f2859,0.5,557-1,557-2,557-1,1.4399184,102.518227,b100
3872,557,1,557-1,f40530,-0.5,557-3,557-4,557-3,1.90011692,97.4752121,b001
3873,557,2,557-2,f23469,0.5,557-5,557-6,557-5,0.767009497,5.04301453,b100
3874,557,3,557-3,Leaf,,,,,0.0265693888,58.2054558,
3875,557,4,557-4,Leaf,,,,,-0.0579143651,39.2697525,
3876,557,5,557-5,Leaf,,,,,-0.0393312089,1.24420178,
3877,557,6,557-6,Leaf,,,,,0.19867003,3.79881263,
3878,558,0,558-0,f29329,0.5,558-1,558-2,558-1,1.594293,102.336861,b100
3879,558,1,558-1,f37707,-0.5,558-3,558-4,558-3,1.94593596,93.0125198,b001
3880,558,2,558-2,f2174,0.5,558-5,558-6,558-5,0.485449672,9.32434177,b100
3881,558,3,558-3,Leaf,,,,,0.0832809731,21.8440475,
3882,558,4,558-4,Leaf,,,,,-0.0171982739,71.1684723,
3883,558,5,558-5,Leaf,,,,,-0.143115759,7.94959021,
3884,558,6,558-6,Leaf,,,,,0.0299424753,1.37475204,
3885,559,0,559-0,f14964,0.5,559-1,559-2,559-1,2.15664673,162.204254,b100
3886,559,1,559-1,f16833,0.5,559-3,559-4,559-3,2.28256607,157.429581,b100
3887,559,2,559-2,f499,0.5,559-5,559-6,559-5,1.03074932,4.77466345,b100
3888,559,3,559-3,Leaf,,,,,-0.0135709066,152.399063,
3889,559,4,559-4,Leaf,,,,,0.174608752,5.03052759,
3890,559,5,559-5,Leaf,,,,,0.256246418,3.25238609,
3891,559,6,559-6,Leaf,,,,,-0.0195586327,1.52227724,
3892,560,0,560-0,f9398,0.5,560-1,560-2,560-1,2.22644544,227.306351,b100
3893,560,1,560-1,f1513,0.5,560-3,560-4,560-3,2.8141706,213.539856,b100
3894,560,2,560-2,f37518,-0.5,560-5,560-6,560-5,1.33773232,13.7664928,b001
3895,560,3,560-3,Leaf,,,,,0.00801168196,177.468582,
3896,560,4,560-4,Leaf,,,,,-0.0828353092,36.0712738,
3897,560,5,560-5,Leaf,,,,,0.213409767,5.61272812,
3898,560,6,560-6,Leaf,,,,,0.0277693961,8.15376472,
3899,561,0,561-0,f9306,0.5,561-1,561-2,561-1,3.13340688,389.843872,b100
3900,561,1,561-1,f25402,0.5,561-3,561-4,561-3,3.61879349,371.723541,b100
3901,561,2,561-2,f1379,0.5,561-5,561-6,561-5,2.42718816,18.1203136,b100
3902,561,3,561-3,Leaf,,,,,0.00510465074,320.45282,
3903,561,4,561-4,Leaf,,,,,-0.0800133646,51.2707176,
3904,561,5,561-5,Leaf,,,,,0.175695121,13.8591928,
3905,561,6,561-6,Leaf,,,,,-0.0684576184,4.2611208,
3906,562,0,562-0,f395,0.5,562-1,562-2,562-1,2.39348578,251.196976,b100
3907,562,1,562-1,f3913,0.5,562-3,562-4,562-3,2.91138124,226.900208,b100
3908,562,2,562-2,f10454,0.5,562-5,562-6,562-5,2.16848969,24.2967682,b100
3909,562,3,562-3,Leaf,,,,,0.00165638526,214.696365,
3910,562,4,562-4,Leaf,,,,,0.146802709,12.2038422,
3911,562,5,562-5,Leaf,,,,,-0.116312332,22.135685,
3912,562,6,562-6,Leaf,,,,,0.153511614,2.16108441,
3913,563,0,563-0,f25026,-0.5,563-1,563-2,563-1,2.24365973,161.843567,b001
3914,563,1,563-1,f6072,0.5,563-3,563-4,563-3,0.694080353,11.8335438,b100
3915,563,2,563-2,f38416,-0.5,563-5,563-6,563-5,2.39887071,150.010025,b001
3916,563,3,563-3,Leaf,,,,,-0.143405557,10.5651779,
3917,563,4,563-4,Leaf,,,,,0.0563421883,1.26836562,
3918,563,5,563-5,Leaf,,,,,0.0713853166,41.946579,
3919,563,6,563-6,Leaf,,,,,-0.0123457117,108.063438,
3920,564,0,564-0,f36494,0.5,564-1,564-2,564-1,2.08885121,107.270058,b100
3921,564,1,564-1,f28919,0.5,564-3,564-4,564-3,2.19415712,92.0918655,b100
3922,564,2,564-2,f11628,0.5,564-5,564-6,564-5,0.767197847,15.178194,b100
3923,564,3,564-3,Leaf,,,,,-0.0163212251,56.4035263,
3924,564,4,564-4,Leaf,,,,,0.0777067915,35.6883392,
3925,564,5,564-5,Leaf,,,,,-0.11931251,13.5366564,
3926,564,6,564-6,Leaf,,,,,0.0672105029,1.64153802,
3927,565,0,565-0,f39956,-0.5,565-1,565-2,565-1,2.51918411,258.374786,b001
3928,565,1,565-1,f40008,-0.5,565-3,565-4,565-3,5.57392979,131.328918,b001
3929,565,2,565-2,f38959,-0.5,565-5,565-6,565-5,3.68790722,127.045876,b001
3930,565,3,565-3,Leaf,,,,,-0.0194581132,80.1387558,
3931,565,4,565-4,Leaf,,,,,0.106330737,51.1901627,
3932,565,5,565-5,Leaf,,,,,-0.132847086,23.8220596,
3933,565,6,565-6,Leaf,,,,,-0.00401412835,103.223816,
3934,566,0,566-0,f38,0.5,566-1,566-2,566-1,2.34723949,155.810089,b100
3935,566,1,566-1,f39901,-0.5,566-3,566-4,566-3,5.25380039,100.497612,b001
3936,566,2,566-2,f39956,-0.5,566-5,566-6,566-5,2.62049675,55.3124695,b001
3937,566,3,566-3,Leaf,,,,,0.0569249801,40.6192513,
3938,566,4,566-4,Leaf,,,,,-0.0814738572,59.8783646,
3939,566,5,566-5,Leaf,,,,,-0.0735816956,11.2740135,
3940,566,6,566-6,Leaf,,,,,0.0836278945,44.038456,
3941,567,0,567-0,f37101,-0.5,567-1,567-2,567-1,2.21401095,190.273849,b001
3942,567,1,567-1,f29465,-0.5,567-3,567-4,567-3,2.67112136,86.0166321,b001
3943,567,2,567-2,f2636,0.5,567-5,567-6,567-5,2.8669343,104.257217,b100
3944,567,3,567-3,Leaf,,,,,-0.115876652,8.78352261,
3945,567,4,567-4,Leaf,,,,,0.0507539138,77.2331085,
3946,567,5,567-5,Leaf,,,,,-0.0471170992,95.8992462,
3947,567,6,567-6,Leaf,,,,,0.127109393,8.35797596,
3948,568,0,568-0,f26749,-0.5,568-1,568-2,568-1,1.37082744,100.758682,b001
3949,568,1,568-1,f41446,0.5,568-3,568-4,568-3,1.38299417,46.514492,b100
3950,568,2,568-2,f27251,-0.5,568-5,568-6,568-5,1.72472119,54.244194,b001
3951,568,3,568-3,Leaf,,,,,0.00613840064,28.343811,
3952,568,4,568-4,Leaf,,,,,-0.0979883522,18.170681,
3953,568,5,568-5,Leaf,,,,,0.0829783604,28.7102375,
3954,568,6,568-6,Leaf,,,,,-0.0226365682,25.5339546,
3955,569,0,569-0,f3799,0.5,569-1,569-2,569-1,1.57093334,101.106522,b100
3956,569,1,569-1,f37163,-0.5,569-3,569-4,569-3,2.05879951,91.5616379,b001
3957,569,2,569-2,f6489,0.5,569-5,569-6,569-5,0.608744502,9.54488754,b100
3958,569,3,569-3,Leaf,,,,,-0.0817051679,17.7440395,
3959,569,4,569-4,Leaf,,,,,0.0294949953,73.8175964,
3960,569,5,569-5,Leaf,,,,,-0.144346207,8.10668659,
3961,569,6,569-6,Leaf,,,,,0.0420916751,1.43820024,
3962,570,0,570-0,f3122,0.5,570-1,570-2,570-1,2.00666165,160.919769,b100
3963,570,1,570-1,f10529,0.5,570-3,570-4,570-3,2.38150716,147.674133,b100
3964,570,2,570-2,f3947,0.5,570-5,570-6,570-5,1.4292134,13.2456312,b100
3965,570,3,570-3,Leaf,,,,,-0.0182711557,142.298645,
3966,570,4,570-4,Leaf,,,,,0.169163793,5.3754921,
3967,570,5,570-5,Leaf,,,,,0.145126343,11.5151415,
3968,570,6,570-6,Leaf,,,,,-0.104282305,1.73049045,
3969,571,0,571-0,f2358,0.5,571-1,571-2,571-1,2.18636894,225.154037,b100
3970,571,1,571-1,f23594,0.5,571-3,571-4,571-3,2.49349189,219.287903,b100
3971,571,2,571-2,f8107,0.5,571-5,571-6,571-5,1.23065186,5.8661356,b100
3972,571,3,571-3,Leaf,,,,,-0.0489926673,75.0286407,
3973,571,4,571-4,Leaf,,,,,0.0180679522,144.259262,
3974,571,5,571-5,Leaf,,,,,0.0310634207,3.45624685,
3975,571,6,571-6,Leaf,,,,,0.295496464,2.40988898,
3976,572,0,572-0,f4169,0.5,572-1,572-2,572-1,3.10361099,385.376892,b100
3977,572,1,572-1,f36969,-0.5,572-3,572-4,572-3,3.1870935,356.479767,b001
3978,572,2,572-2,f3768,0.5,572-5,572-6,572-5,1.33946562,28.8971272,b100
3979,572,3,572-3,Leaf,,,,,0.0233855806,157.177963,
3980,572,4,572-4,Leaf,,,,,-0.0335901305,199.301788,
3981,572,5,572-5,Leaf,,,,,0.113388494,26.0834999,
3982,572,6,572-6,Leaf,,,,,-0.0828758776,2.813627,
3983,573,0,573-0,f34575,-0.5,573-1,573-2,573-1,2.26534867,248.166794,b001
3984,573,1,573-1,f1830,0.5,573-3,573-4,573-3,2.95692062,75.3639603,b100
3985,573,2,573-2,f5535,0.5,573-5,573-6,573-5,2.62898326,172.802826,b100
3986,573,3,573-3,Leaf,,,,,0.0229136925,68.5724411,
3987,573,4,573-4,Leaf,,,,,0.218472108,6.79151535,
3988,573,5,573-5,Leaf,,,,,-0.0253364425,168.329254,
3989,573,6,573-6,Leaf,,,,,0.186066538,4.47357225,
3990,574,0,574-0,f1291,0.5,574-1,574-2,574-1,2.08623338,159.839386,b100
3991,574,1,574-1,f3799,0.5,574-3,574-4,574-3,3.12563515,135.640442,b100
3992,574,2,574-2,f30014,-0.5,574-5,574-6,574-5,1.96378577,24.1989555,b001
3993,574,3,574-3,Leaf,,,,,-0.0424366258,95.9178696,
3994,574,4,574-4,Leaf,,,,,0.0566415079,39.7225647,
3995,574,5,574-5,Leaf,,,,,-0.0768613964,4.93086815,
3996,574,6,574-6,Leaf,,,,,0.122854196,19.2680874,
3997,575,0,575-0,f10850,0.5,575-1,575-2,575-1,1.97210217,105.443443,b100
3998,575,1,575-1,f35389,-0.5,575-3,575-4,575-3,2.4231081,98.1060944,b001
3999,575,2,575-2,f6887,0.5,575-5,575-6,575-5,0.659496903,7.33734369,b100
4000,575,3,575-3,Leaf,,,,,0.0496813431,37.7749519,
4001,575,4,575-4,Leaf,,,,,-0.0461491607,60.3311462,
4002,575,5,575-5,Leaf,,,,,0.180127025,6.00304079,
4003,575,6,575-6,Leaf,,,,,-0.0303557087,1.33430326,
4004,576,0,576-0,f71,0.5,576-1,576-2,576-1,2.49163389,254.137512,b100
4005,576,1,576-1,f1985,0.5,576-3,576-4,576-3,2.76881957,235.291443,b100
4006,576,2,576-2,f6481,0.5,576-5,576-6,576-5,1.67999506,18.8460789,b100
4007,576,3,576-3,Leaf,,,,,0.000864510366,220.961868,
4008,576,4,576-4,Leaf,,,,,0.13271521,14.3295746,
4009,576,5,576-5,Leaf,,,,,-0.136886775,16.1945877,
4010,576,6,576-6,Leaf,,,,,0.0942874476,2.65149093,
4011,577,0,577-0,f6934,0.5,577-1,577-2,577-1,2.05523062,152.547073,b100
4012,577,1,577-1,f29538,-0.5,577-3,577-4,577-3,2.2310853,138.760864,b001
4013,577,2,577-2,f33954,-0.5,577-5,577-6,577-5,1.31816733,13.7862186,b001
4014,577,3,577-3,Leaf,,,,,-0.132486016,11.1574202,
4015,577,4,577-4,Leaf,,,,,0.00199902826,127.603439,
4016,577,5,577-5,Leaf,,,,,-0.103373758,1.59024942,
4017,577,6,577-6,Leaf,,,,,0.141228065,12.1959696,
4018,578,0,578-0,f26442,0.5,578-1,578-2,578-1,2.15931034,187.580811,b100
4019,578,1,578-1,f203,0.5,578-3,578-4,578-3,2.58608484,136.559021,b100
4020,578,2,578-2,f25737,0.5,578-5,578-6,578-5,3.1932416,51.0217896,b100
4021,578,3,578-3,Leaf,,,,,0.0313350484,123.208763,
4022,578,4,578-4,Leaf,,,,,-0.103262842,13.3502588,
4023,578,5,578-5,Leaf,,,,,-0.100613661,36.5916939,
4024,578,6,578-6,Leaf,,,,,0.0622797646,14.4300985,
4025,579,0,579-0,f6214,0.5,579-1,579-2,579-1,1.31769764,99.4762268,b100
4026,579,1,579-1,f839,0.5,579-3,579-4,579-3,1.90757585,96.3123322,b100
4027,579,2,579-2,f23453,0.5,579-5,579-6,579-5,0.647493005,3.16389894,b100
4028,579,3,579-3,Leaf,,,,,-0.0933335125,17.147974,
4029,579,4,579-4,Leaf,,,,,0.0143874148,79.1643524,
4030,579,5,579-5,Leaf,,,,,-0.00864432845,1.23465729,
4031,579,6,579-6,Leaf,,,,,0.243677542,1.92924166,
4032,580,0,580-0,f9462,0.5,580-1,580-2,580-1,1.45741582,99.3896942,b100
4033,580,1,580-1,f28184,-0.5,580-3,580-4,580-3,1.87425089,97.8659592,b001
4034,580,2,580-2,Leaf,,,,,0.219367906,1.52372909,
4035,580,3,580-3,Leaf,,,,,-0.129540294,9.79100895,
4036,580,4,580-4,Leaf,,,,,0.0028952104,88.0749512,
4037,581,0,581-0,f22101,0.5,581-1,581-2,581-1,1.98526525,159.398453,b100
4038,581,1,581-1,f39284,-0.5,581-3,581-4,581-3,2.60163569,121.309471,b001
4039,581,2,581-2,f35262,-0.5,581-5,581-6,581-5,1.86099446,38.0889854,b001
4040,581,3,581-3,Leaf,,,,,-0.118383564,18.7288475,
4041,581,4,581-4,Leaf,,,,,0.000568261952,102.580627,
4042,581,5,581-5,Leaf,,,,,0.127048507,17.8017769,
4043,581,6,581-6,Leaf,,,,,-0.00378271448,20.2872086,
4044,582,0,582-0,f38463,0.5,582-1,582-2,582-1,2.1066165,222.945282,b100
4045,582,1,582-1,f38931,0.5,582-3,582-4,582-3,2.51514959,205.229568,b100
4046,582,2,582-2,f27022,0.5,582-5,582-6,582-5,1.49778879,17.7157135,b100
4047,582,3,582-3,Leaf,,,,,-0.00443444122,176.509048,
4048,582,4,582-4,Leaf,,,,,0.0898782909,28.7205124,
4049,582,5,582-5,Leaf,,,,,-0.139932826,13.8534555,
4050,582,6,582-6,Leaf,,,,,0.0580234528,3.86225843,
4051,583,0,583-0,f45954,-0.5,583-1,583-2,583-1,3.06767559,379.561798,b001
4052,583,1,583-1,f1513,0.5,583-3,583-4,583-3,3.12343335,69.0263824,b100
4053,583,2,583-2,f38,0.5,583-5,583-6,583-5,3.77896714,310.535431,b100
4054,583,3,583-3,Leaf,,,,,-0.0975757018,48.9386444,
4055,583,4,583-4,Leaf,,,,,0.0409075283,20.087738,
4056,583,5,583-5,Leaf,,,,,0.0247856639,271.755676,
4057,583,6,583-6,Leaf,,,,,-0.0742142126,38.7797432,
4058,584,0,584-0,f4690,0.5,584-1,584-2,584-1,2.24217415,245.358215,b100
4059,584,1,584-1,f45694,0.5,584-3,584-4,584-3,3.05418277,228.593124,b100
4060,584,2,584-2,f13,0.5,584-5,584-6,584-5,1.13522959,16.7650909,b100
4061,584,3,584-3,Leaf,,,,,0.00758361723,192.058578,
4062,584,4,584-4,Leaf,,,,,-0.0859522521,36.5345421,
4063,584,5,584-5,Leaf,,,,,0.127297938,15.3338223,
4064,584,6,584-6,Leaf,,,,,-0.10296315,1.43126786,
4065,585,0,585-0,f30441,-0.5,585-1,585-2,585-1,2.00288105,156.813904,b001
4066,585,1,585-1,Leaf,,,,,-0.160373017,5.65104914,
4067,585,2,585-2,f21998,-0.5,585-3,585-4,585-3,2.78159785,151.162857,b001
4068,585,3,585-3,Leaf,,,,,0.0828940943,33.3987694,
4069,585,4,585-4,Leaf,,,,,-0.0139969829,117.764084,
4070,586,0,586-0,f45100,-0.5,586-1,586-2,586-1,1.97422111,103.365921,b001
4071,586,1,586-1,f4936,0.5,586-3,586-4,586-3,1.35450721,20.9406681,b100
4072,586,2,586-2,f31080,0.5,586-5,586-6,586-5,2.04878449,82.4252548,b100
4073,586,3,586-3,Leaf,,,,,-0.111116111,17.3017445,
4074,586,4,586-4,Leaf,,,,,0.0745423064,3.63892341,
4075,586,5,586-5,Leaf,,,,,-0.0207770374,43.1557961,
4076,586,6,586-6,Leaf,,,,,0.0729370415,39.2694588,
4077,587,0,587-0,f41840,-0.5,587-1,587-2,587-1,2.37772608,251.677292,b001
4078,587,1,587-1,f41658,-0.5,587-3,587-4,587-3,5.36699772,108.05899,b001
4079,587,2,587-2,f22659,0.5,587-5,587-6,587-5,3.52219129,143.618301,b100
4080,587,3,587-3,Leaf,,,,,-0.0340291299,52.9593964,
4081,587,4,587-4,Leaf,,,,,0.0986485556,55.0995979,
4082,587,5,587-5,Leaf,,,,,0.0151409945,83.4776917,
4083,587,6,587-6,Leaf,,,,,-0.0794863105,60.1406136,
4084,588,0,588-0,f2014,0.5,588-1,588-2,588-1,1.90921879,150.306137,b100
4085,588,1,588-1,f5879,0.5,588-3,588-4,588-3,2.12558055,139.015228,b100
4086,588,2,588-2,f11819,0.5,588-5,588-6,588-5,1.60805511,11.290905,b100
4087,588,3,588-3,Leaf,,,,,-0.0220234655,122.908783,
4088,588,4,588-4,Leaf,,,,,0.0908109173,16.1064529,
4089,588,5,588-5,Leaf,,,,,0.170956567,8.81396294,
4090,588,6,588-6,Leaf,,,,,-0.0762850121,2.47694254,
4091,589,0,589-0,f1925,0.5,589-1,589-2,589-1,2.08217597,184.931519,b100
4092,589,1,589-1,f585,0.5,589-3,589-4,589-3,2.20892715,177.092331,b100
4093,589,2,589-2,Leaf,,,,,-0.144397467,7.83919621,
4094,589,3,589-3,Leaf,,,,,-0.000519303256,173.71991,
4095,589,4,589-4,Leaf,,,,,0.215376049,3.37241673,
4096,590,0,590-0,f13069,0.5,590-1,590-2,590-1,1.51310194,98.0173264,b100
4097,590,1,590-1,f26448,0.5,590-3,590-4,590-3,1.77105021,96.9618988,b100
4098,590,2,590-2,Leaf,,,,,0.25640592,1.05542696,
4099,590,3,590-3,Leaf,,,,,-0.0679624751,26.7339878,
4100,590,4,590-4,Leaf,,,,,0.0214005187,70.2279129,
4101,591,0,591-0,f3697,0.5,591-1,591-2,591-1,1.4535315,98.1980286,b100
4102,591,1,591-1,f39259,0.5,591-3,591-4,591-3,1.78544199,91.2949448,b100
4103,591,2,591-2,f25383,-0.5,591-5,591-6,591-5,0.676839232,6.90308762,b001
4104,591,3,591-3,Leaf,,,,,-0.0396665372,68.9855347,
4105,591,4,591-4,Leaf,,,,,0.056271255,22.3094082,
4106,591,5,591-5,Leaf,,,,,0.163158208,5.30618715,
4107,591,6,591-6,Leaf,,,,,-0.0364890359,1.5969007,
4108,592,0,592-0,f3670,0.5,592-1,592-2,592-1,1.89559913,157.248718,b100
4109,592,1,592-1,f24974,-0.5,592-3,592-4,592-3,2.07211733,150.975082,b001
4110,592,2,592-2,f2944,0.5,592-5,592-6,592-5,1.26227748,6.27363682,b100
4111,592,3,592-3,Leaf,,,,,0.0527266562,38.0086823,
4112,592,4,592-4,Leaf,,,,,-0.0273906831,112.9664,
4113,592,5,592-5,Leaf,,,,,0.205092952,5.19937229,
4114,592,6,592-6,Leaf,,,,,-0.0877914652,1.07426476,
4115,593,0,593-0,f8427,0.5,593-1,593-2,593-1,2.05705523,221.142838,b100
4116,593,1,593-1,f3977,0.5,593-3,593-4,593-3,2.38346386,214.11705,b100
4117,593,2,593-2,Leaf,,,,,-0.148715153,7.02578402,
4118,593,3,593-3,Leaf,,,,,-0.000338780403,206.851013,
4119,593,4,593-4,Leaf,,,,,0.163939893,7.26603985,
4120,594,0,594-0,f1665,0.5,594-1,594-2,594-1,3.0019412,375.786011,b100
4121,594,1,594-1,f1947,0.5,594-3,594-4,594-3,3.29151058,333.74646,b100
4122,594,2,594-2,f11068,0.5,594-5,594-6,594-5,1.56665277,42.039566,b100
4123,594,3,594-3,Leaf,,,,,-0.0155571317,323.407623,
4124,594,4,594-4,Leaf,,,,,0.148905933,10.3388376,
4125,594,5,594-5,Leaf,,,,,0.0920086801,38.4951744,
4126,594,6,594-6,Leaf,,,,,-0.0975037888,3.54439402,
4127,595,0,595-0,f43939,0.5,595-1,595-2,595-1,2.20508313,242.908768,b100
4128,595,1,595-1,f5447,0.5,595-3,595-4,595-3,3.63161802,111.304657,b100
4129,595,2,595-2,f6524,0.5,595-5,595-6,595-5,3.17154503,131.604126,b100
4130,595,3,595-3,Leaf,,,,,-0.0474006608,101.737831,
4131,595,4,595-4,Leaf,,,,,0.137554467,9.5668211,
4132,595,5,595-5,Leaf,,,,,0.0183381736,128.56514,
4133,595,6,595-6,Leaf,,,,,0.288624972,3.03897786,
4134,596,0,596-0,f1706,0.5,596-1,596-2,596-1,1.9748807,155.134048,b100
4135,596,1,596-1,f31168,0.5,596-3,596-4,596-3,2.19000983,144.048859,b100
4136,596,2,596-2,f1103,0.5,596-5,596-6,596-5,1.21922708,11.0851898,b100
4137,596,3,596-3,Leaf,,,,,-0.0373209231,89.6804581,
4138,596,4,596-4,Leaf,,,,,0.03841253,54.3683968,
4139,596,5,596-5,Leaf,,,,,0.154743865,9.65800858,
4140,596,6,596-6,Leaf,,,,,-0.0941749141,1.42718172,
4141,597,0,597-0,f26497,0.5,597-1,597-2,597-1,1.92249489,101.269722,b100
4142,597,1,597-1,f38821,-0.5,597-3,597-4,597-3,1.66559148,74.0559006,b001
4143,597,2,597-2,f25914,0.5,597-5,597-6,597-5,1.59760058,27.2138233,b100
4144,597,3,597-3,Leaf,,,,,-0.0696530789,12.2458658,
4145,597,4,597-4,Leaf,,,,,0.0477030315,61.8100357,
4146,597,5,597-5,Leaf,,,,,-0.124539591,15.4824772,
4147,597,6,597-6,Leaf,,,,,0.0188893769,11.7313452,
4148,598,0,598-0,f37206,0.5,598-1,598-2,598-1,2.40171599,248.895599,b100
4149,598,1,598-1,f339,0.5,598-3,598-4,598-3,3.2687695,163.596436,b100
4150,598,2,598-2,f41642,-0.5,598-5,598-6,598-5,2.12376332,85.2991638,b001
4151,598,3,598-3,Leaf,,,,,-0.0305411331,155.692291,
4152,598,4,598-4,Leaf,,,,,0.156454146,7.90413618,
4153,598,5,598-5,Leaf,,,,,-0.0392399468,21.4198341,
4154,598,6,598-6,Leaf,,,,,0.0683337376,63.8793297,
4155,599,0,599-0,f5147,0.5,599-1,599-2,599-1,1.84512746,148.393799,b100
4156,599,1,599-1,f39948,-0.5,599-3,599-4,599-3,5.96728277,80.4400253,b001
4157,599,2,599-2,f31534,-0.5,599-5,599-6,599-5,2.63638496,67.9537659,b001
4158,599,3,599-3,Leaf,,,,,0.0535304882,39.1062126,
4159,599,4,599-4,Leaf,,,,,-0.108085409,41.3338165,
4160,599,5,599-5,Leaf,,,,,-0.143065244,5.70323324,
4161,599,6,599-6,Leaf,,,,,0.0553520694,62.2505341,
4162,600,0,600-0,f3442,0.5,600-1,600-2,600-1,2.01346946,183.673477,b100
4163,600,1,600-1,f34,0.5,600-3,600-4,600-3,2.52519011,173.733978,b100
4164,600,2,600-2,f24643,-0.5,600-5,600-6,600-5,0.209031463,9.93950081,b001
4165,600,3,600-3,Leaf,,,,,-0.00391657697,163.666824,
4166,600,4,600-4,Leaf,,,,,0.144131675,10.0671539,
4167,600,5,600-5,Leaf,,,,,-0.00412348006,1.17569697,
4168,600,6,600-6,Leaf,,,,,-0.14163895,8.76380348,
4169,601,0,601-0,f33026,0.5,601-1,601-2,601-1,1.35456598,96.8657532,b100
4170,601,1,601-1,f45148,0.5,601-3,601-4,601-3,1.79204035,79.9989166,b100
4171,601,2,601-2,f27052,0.5,601-5,601-6,601-5,1.90006709,16.8668346,b100
4172,601,3,601-3,Leaf,,,,,0.031994272,73.1160278,
4173,601,4,601-4,Leaf,,,,,-0.118603386,6.88289022,
4174,601,5,601-5,Leaf,,,,,-0.131731808,12.3511801,
4175,601,6,601-6,Leaf,,,,,0.0806917548,4.51565409,
4176,602,0,602-0,f35193,0.5,602-1,602-2,602-1,1.41274643,96.0814285,b100
4177,602,1,602-1,f36007,0.5,602-3,602-4,602-3,1.6033994,87.6088333,b100
4178,602,2,602-2,f26624,-0.5,602-5,602-6,602-5,0.431707978,8.47259235,b001
4179,602,3,602-3,Leaf,,,,,-0.015733473,66.374321,
4180,602,4,602-4,Leaf,,,,,0.0771927238,21.2345104,
4181,602,5,602-5,Leaf,,,,,0.0309599377,1.21076,
4182,602,6,602-6,Leaf,,,,,-0.139557436,7.26183271,
4183,603,0,603-0,f25943,-0.5,603-1,603-2,603-1,1.85686171,155.792084,b001
4184,603,1,603-1,f44534,-0.5,603-3,603-4,603-3,2.40847158,59.4850197,b001
4185,603,2,603-2,f4434,0.5,603-5,603-6,603-5,3.06622267,96.3070679,b100
4186,603,3,603-3,Leaf,,,,,-0.0412611738,20.1918564,
4187,603,4,603-4,Leaf,,,,,0.0841614902,39.2931595,
4188,603,5,603-5,Leaf,,,,,-0.0398975201,90.1810379,
4189,603,6,603-6,Leaf,,,,,0.164670855,6.12602758,
4190,604,0,604-0,f9890,0.5,604-1,604-2,604-1,2.01556754,219.919357,b100
4191,604,1,604-1,f2332,0.5,604-3,604-4,604-3,2.24898076,214.01149,b100
4192,604,2,604-2,f345,0.5,604-5,604-6,604-5,1.25843024,5.90787125,b100
4193,604,3,604-3,Leaf,,,,,0.00916802883,177.214722,
4194,604,4,604-4,Leaf,,,,,-0.0714031458,36.7967644,
4195,604,5,604-5,Leaf,,,,,0.227065966,4.46301937,
4196,604,6,604-6,Leaf,,,,,-0.0562087707,1.44485199,
4197,605,0,605-0,f44079,-0.5,605-1,605-2,605-1,3.01886058,371.500061,b001
4198,605,1,605-1,f25998,0.5,605-3,605-4,605-3,2.40512466,25.3295097,b100
4199,605,2,605-2,f45128,0.5,605-5,605-6,605-5,3.48490357,346.170563,b100
4200,605,3,605-3,Leaf,,,,,0.163605526,16.2115345,
4201,605,4,605-4,Leaf,,,,,-0.0245640446,9.11797619,
4202,605,5,605-5,Leaf,,,,,-0.0237021614,271.116333,
4203,605,6,605-6,Leaf,,,,,0.0489446074,75.0542145,
4204,606,0,606-0,f25291,0.5,606-1,606-2,606-1,2.19130325,241.116135,b100
4205,606,1,606-1,f39857,0.5,606-3,606-4,606-3,2.77036428,216.26268,b100
4206,606,2,606-2,f5170,0.5,606-5,606-6,606-5,2.23071098,24.8534546,b100
4207,606,3,606-3,Leaf,,,,,-0.00600841409,175.848083,
4208,606,4,606-4,Leaf,,,,,0.0802092552,40.4146042,
4209,606,5,606-5,Leaf,,,,,-0.110097893,22.8525963,
4210,606,6,606-6,Leaf,,,,,0.168733954,2.00085926,
4211,607,0,607-0,f6708,0.5,607-1,607-2,607-1,1.91741586,152.971085,b100
4212,607,1,607-1,f3953,0.5,607-3,607-4,607-3,2.30439925,138.218124,b100
4213,607,2,607-2,f8711,0.5,607-5,607-6,607-5,1.01155627,14.7529659,b100
4214,607,3,607-3,Leaf,,,,,-0.0222751498,124.586349,
4215,607,4,607-4,Leaf,,,,,0.103550956,13.6317682,
4216,607,5,607-5,Leaf,,,,,0.140042782,11.5491409,
